Date,Configuration,Customer Postcode,Store Postcode,Retail Price,Screen Size (Inches),Battery Life (Hours),RAM (GB),Processor Speeds (GHz),Integrated Wireless?,HD Size (GB),Bundled Applications?,CustomerStoreDistance
1/9/2008 16:00,56,BR3 3LA,SE8 3JD,490,15,4,2,1.5,Yes,300,No,8580.784696
1/9/2008 16:01,307,N17 6QA,N17 6QA,535,15,6,1,2,Yes,80,Yes,0
1/9/2008 16:06,216,SW8 3QH,SW1V 4QQ,535,15,5,2,2,Yes,300,No,1960.496111
1/9/2008 16:09,317,SW1Y 6DF,SW1V 4QQ,535,15,6,1,2,No,120,Yes,1966.460017
1/9/2008 16:14,368,CR0 2SS,SW18 1NN,595,15,6,2,2,No,300,No,10312.07957
1/9/2008 16:18,319,NW1 1BX,SW1V 4QQ,595,15,6,1,2,No,300,Yes,4484.503317
1/9/2008 16:19,313,EC2V 5BT,SE1 2BN,475,15,6,1,2,No,40,Yes,2240.349303
1/9/2008 16:37,291,TW7 6QJ,KT2 5AU,510,15,6,1,1.5,Yes,80,Yes,6346.270716
1/9/2008 16:38,23,SE19 1TQ,CR7 8LE,515,15,4,1,2,Yes,300,Yes,2557.789671
1/9/2008 16:44,313,W2 3EU,SW1V 4QQ,475,15,6,1,2,No,40,Yes,3585.230258
1/9/2008 16:45,176,SW4 9DE,SW1V 4QQ,465,15,5,1,2,No,300,No,3630.304257
1/9/2008 16:47,63,EC1Y 1BD,SW1P 3AU,520,15,4,2,1.5,No,300,Yes,3977.311278
1/9/2008 16:47,355,SE25 5QF,SW12 9HD,585,15,6,2,2,Yes,80,Yes,7193.831594
1/9/2008 17:05,295,W1W 5EA,SW1V 4QQ,590,15,6,1,1.5,Yes,300,Yes,3558.854872
1/9/2008 17:11,299,WC2R 0DW,SW1P 3AU,490,15,6,1,1.5,No,80,Yes,1199.163875
1/9/2008 17:16,291,SW1Y 4RJ,SW1V 4QQ,510,15,6,1,1.5,Yes,80,Yes,2243.730153
1/9/2008 17:18,198,EC1R 1UY,NW5 2QH,450,15,5,2,1.5,Yes,120,No,3173.692172
1/9/2008 17:26,363,E1W 2RW,E2 0RY,565,15,6,2,2,No,80,Yes,2793.37502
1/9/2008 17:28,348,E14 8DU,SE8 3JD,490,15,6,2,1.5,No,80,No,3247.181239
1/9/2008 17:28,7,N7 8EE,E2 0RY,490,15,4,1,1.5,Yes,300,Yes,5267.331488
1/9/2008 17:31,318,WC2N 4AJ,SW1P 3AU,485,15,6,1,2,No,120,No,1181.416523
1/9/2008 17:37,4,N1 2TB,NW5 2QH,360,15,4,1,1.5,Yes,80,No,3035.235905
1/9/2008 17:40,175,EC1R 0HA,SE1 2BN,515,15,5,1,2,No,300,Yes,3569.969888
1/9/2008 17:48,299,SE1 4YG,SW1P 3AU,490,15,6,1,1.5,No,80,Yes,2744.90692
1/9/2008 17:53,366,SE1 1HR,SE1 2BN,535,15,6,2,2,No,120,No,1537.84297
1/9/2008 17:54,214,SW1P 1DN,SW1V 4QQ,475,15,5,2,2,Yes,120,No,712.7776652
1/9/2008 18:03,32,E2 8QY,E2 0RY,445,15,4,1,2,No,300,No,1387.32152
1/9/2008 18:04,75,E1 1BY,SE8 3JD,465,15,4,2,2,No,80,Yes,4661.721249
1/9/2008 18:06,63,NW1 4EA,SW1V 4QQ,520,15,4,2,1.5,No,300,Yes,3983.725016
1/9/2008 18:07,222,W1F 0TT,S1P 3AU,455,15,5,2,2,No,120,No,
1/9/2008 18:08,293,E1 4XG,SE8 3JD,530,15,6,1,1.5,Yes,120,Yes,4604.462727
1/9/2008 18:16,337,SE25 6HA,CR7 8LE,520,15,6,2,1.5,Yes,40,Yes,1367.313059
1/9/2008 18:24,305,KT1 3DS,KT2 5AU,495,15,6,1,2,Yes,40,Yes,1443.71777
1/9/2008 18:29,77,CR7 8RY,SW18 1NN,485,15,4,2,2,No,120,Yes,10039.29106
1/9/2008 18:38,72,SE10 8JL,SE1 2BN,515,15,4,2,2,Yes,300,No,4429.518484
1/9/2008 18:45,78,EC2M 7NX,SE1 2BN,435,15,4,2,2,No,120,No,2139.196578
1/9/2008 18:51,348,EC1M 6BH,E2 0RY,490,15,6,2,1.5,No,80,No,4051.632387
1/9/2008 18:52,296,W1W 5QU,NW5 2QH,540,15,6,1,1.5,Yes,300,No,3114.515211
1/9/2008 18:53,51,SW1P 3AU,SE1 2BN,460,15,4,2,1.5,Yes,80,Yes,4155.202281
1/9/2008 18:53,72,EC3V 9DS,SE1 2BN,515,15,4,2,2,Yes,300,No,1790.844773
1/9/2008 18:59,219,TW1 3AW,W4 3PH,485,15,5,2,2,No,80,Yes,5000.964807
1/9/2008 19:01,363,WC1V 6BS,SW1P 3AU,565,15,6,2,2,No,80,Yes,2306.556091
1/9/2008 19:13,203,NW3 2QE,NW5 2QH,460,15,5,2,1.5,No,80,Yes,2004.860344
1/9/2008 19:23,64,EC3V 0DN,E2 0RY,470,15,4,2,1.5,No,300,No,3228.768806
1/9/2008 19:28,345,EC1M 6BP,SE1 2BN,500,15,6,2,1.5,No,40,Yes,3176.836477
1/9/2008 19:28,206,EC1M 4DE,NW5 2QH,430,15,5,2,1.5,No,120,No,3975.254709
1/9/2008 19:43,348,E2 0AN,E2 0RY,490,15,6,2,1.5,No,80,No,991.6899717
1/9/2008 19:44,360,SW1V 1RY,SE1 2BN,615,15,6,2,2,Yes,300,No,4977.786355
1/9/2008 19:45,24,E6 1LA,E7 8NW,465,15,4,1,2,Yes,300,No,1415.238849
1/9/2008 19:46,342,WC2E 7AU,SW1P 3AU,530,15,6,2,1.5,Yes,120,No,1476.387822
1/9/2008 19:53,358,E1 7EX,E2 0RY,555,15,6,2,2,Yes,120,No,2543.030672
1/9/2008 20:00,348,WC2N 4ER,SW1P 3AU,490,15,6,2,1.5,No,80,No,1050.261396
1/9/2008 20:03,80,WC1H 0JZ,SW1P 3AU,495,15,4,2,2,No,300,No,2506.069632
1/9/2008 20:10,205,WC1X 8TX,SW1P 3AU,480,15,5,2,1.5,No,120,Yes,2705.841089
1/9/2008 20:10,353,SW1Y 6DF,SW1P 3AU,545,15,6,2,2,Yes,40,Yes,940.8506789
1/9/2008 20:16,219,W1W 6DS,SW1V 4QQ,485,15,5,2,2,No,80,Yes,3258.267638
1/9/2008 20:26,302,SW18 1TF,SW12 9HD,460,15,6,1,1.5,No,120,No,3385.723113
1/9/2008 20:30,151,W1T 1DG,SW1V 4QQ,510,15,5,1,1.5,Yes,300,Yes,3183.173888
1/9/2008 20:31,175,SE1 8QA,SE1 2BN,515,15,5,1,2,No,300,Yes,2642.008516
1/9/2008 20:36,313,N1 9HF,E2 0RY,475,15,6,1,2,No,40,Yes,4346.649859
1/9/2008 20:36,209,SE19 2EZ,CR7 8LE,465,15,5,2,2,Yes,40,Yes,2345.394849
1/9/2008 20:58,223,W8 7SR,SW1V 4QQ,565,15,5,2,2,No,300,Yes,4202.512225
1/9/2008 21:03,165,SW13 0NR,W10 6HQ,475,15,5,1,2,Yes,120,Yes,6127.510506
1/9/2008 21:04,61,SE11 5JA,SW1P 3AU,460,15,4,2,1.5,No,120,Yes,1844.695368
1/9/2008 21:05,349,W1D 4UB,NW5 2QH,560,15,6,2,1.5,No,120,Yes,4246.769125
1/9/2008 21:06,153,W1T 1UT,NW5 2QH,370,15,5,1,1.5,No,40,Yes,3848.226215
1/9/2008 21:10,61,SW1A 2DD,SE1 2BN,460,15,4,2,1.5,No,120,Yes,4035.836097
1/9/2008 21:14,302,W14 8SZ,SW1V 4QQ,460,15,6,1,1.5,No,120,No,4577.867844
1/9/2008 21:14,341,SE14 6AF,SE8 3JD,580,15,6,2,1.5,Yes,120,Yes,1183.57298
1/9/2008 21:19,356,E2 0RY,SE8 3JD,535,15,6,2,2,Yes,80,No,5299.557057
1/9/2008 21:20,303,E1 1DE,E2 0RY,570,15,6,1,1.5,No,300,Yes,1626.55003
1/9/2008 21:24,366,SW1Y 6PP,SW1P 3AU,535,15,6,2,2,No,120,No,784.9203781
1/9/2008 21:32,361,WC2A 2HF,SE1 2BN,525,15,6,2,2,No,40,Yes,3642.104474
1/9/2008 21:39,55,SE26 5QF,SE8 3JD,540,15,4,2,1.5,Yes,300,Yes,6629.262176
1/9/2008 21:48,200,N1 9HF,NW5 2QH,510,15,5,2,1.5,Yes,300,No,2908.340592
1/9/2008 21:49,7,E1 1LN,SE1 2BN,490,15,4,1,1.5,Yes,300,Yes,1628.011056
1/9/2008 21:59,365,W1D 3SU,SW1P 3AU,585,15,6,2,2,No,120,Yes,1583.411823
1/9/2008 22:01,342,SW7 4SS,SW1V 4QQ,530,15,6,2,1.5,Yes,120,No,2655.474534
1/9/2008 22:03,173,SW12 9AU,SW18 1NN,455,15,5,1,2,No,120,Yes,3884.452342
1/9/2008 22:08,204,E1W 3SP,E2 0RY,410,15,5,2,1.5,No,80,No,2651.702283
1/9/2008 22:09,175,CR7 6AW,CR7 8LE,515,15,5,1,2,No,300,Yes,1530.922924
1/9/2008 22:11,174,W1T 1DG,NW5 2QH,405,15,5,1,2,No,120,No,3674.39478
1/9/2008 22:11,313,W11 4UL,W10 6HQ,475,15,6,1,2,No,40,Yes,1592.324088
1/9/2008 22:18,175,W1T 1NT,NW5 2QH,515,15,5,1,2,No,300,Yes,3656.114468
1/9/2008 22:19,309,NW1 3AU,SW1V 4QQ,555,15,6,1,2,Yes,120,Yes,3723.010878
1/9/2008 22:23,350,SE19 1TQ,SW12 9HD,510,15,6,2,1.5,No,120,No,5246.759476
1/9/2008 22:26,301,CR0 2QD,SW12 9HD,510,15,6,1,1.5,No,120,Yes,6587.747415
1/9/2008 22:30,51,W1J 6PT,SW1P 3AU,460,15,4,2,1.5,Yes,80,Yes,1472.895448
1/9/2008 22:31,195,SE23 2NE,SW12 9HD,480,15,5,2,1.5,Yes,80,Yes,6765.469459
1/9/2008 22:37,352,SE1 1HR,SW1P 3AU,570,15,6,2,1.5,No,300,No,2650.935118
1/9/2008 22:38,176,EC1M 5NA,SE1 2BN,465,15,5,1,2,No,300,No,3289.758806
1/9/2008 22:46,368,SE25 6NJ,CR7 8LE,595,15,6,2,2,No,300,No,577.8970497
1/9/2008 22:59,168,WC2H 0HG,SW1P 3AU,485,15,5,1,2,Yes,300,No,1071.132578
1/9/2008 23:18,1,WC2R 2PP,SE1 2BN,370,15,4,1,1.5,Yes,40,Yes,3186.42119
1/9/2008 23:19,211,E6 1LA,SE8 3JD,505,15,5,2,2,Yes,80,Yes,7770.045302
1/9/2008 23:23,165,SW8 1DL,SW1V 4QQ,475,15,5,1,2,Yes,120,Yes,2055.155955
1/9/2008 23:25,289,SE1 2JX,SE1 2BN,470,15,6,1,1.5,Yes,40,Yes,434.2222933
1/9/2008 23:25,320,SE13 6LE,SE1 2BN,545,15,6,1,2,No,300,No,6206.371968
1/9/2008 23:42,349,SW5 0LJ,SW1V 4QQ,560,15,6,2,1.5,No,120,Yes,2720.081065
1/9/2008 23:55,59,W3 9NX,W4 3PH,440,15,4,2,1.5,No,80,Yes,2581.35662
1/9/2008 23:57,338,E16 1EN,E7 8NW,470,15,6,2,1.5,Yes,40,No,3239.713722
1/10/2008 0:00,16,EC4Y 1DE,SW1V 4QQ,420,15,4,1,1.5,No,300,No,3817.047288
1/10/2008 0:02,342,CR0 6BR,CR7 8LE,530,15,6,2,1.5,Yes,120,No,2266.320586
1/10/2008 0:03,161,EC1R 0DY,NW5 2QH,415,15,5,1,2,Yes,40,Yes,3778.266401
1/10/2008 0:13,195,SE1 9UD,SE1 2BN,480,15,5,2,1.5,Yes,80,Yes,2584.851446
1/10/2008 0:14,339,SE1 9AA,SW1V 4QQ,560,15,6,2,1.5,Yes,80,Yes,4060.784407
1/10/2008 0:21,30,W1W 6DS,SW1P 3AU,385,15,4,1,2,No,120,No,2192.892382
1/10/2008 0:26,71,EC1M 6DB,NW5 2QH,565,15,4,2,2,Yes,300,Yes,4116.469968
1/10/2008 0:32,344,N1 3PB,E2 0RY,590,15,6,2,1.5,Yes,300,No,3466.754246
1/10/2008 0:44,149,SE17 3EW,SE1 2BN,450,15,5,1,1.5,Yes,120,Yes,2616.711295
1/10/2008 0:51,319,SE1 3QP,E2 0RY,595,15,6,1,2,No,300,Yes,4025.173288
1/10/2008 0:53,15,WC2B 5DG,SW1P 3AU,470,15,4,1,1.5,No,300,Yes,1814.009923
1/10/2008 0:57,348,W1P 5DA,NW5 2QH,490,15,6,2,1.5,No,80,No,2985.081071
1/10/2008 1:11,145,SE16 2HB,SE1 2BN,390,15,5,1,1.5,Yes,40,Yes,1125.466126
1/10/2008 1:12,224,SE16 5EJ,E2 0RY,515,15,5,2,2,No,300,No,2866.626066
1/10/2008 1:19,21,W1D 5DD,SW1V 4QQ,455,15,4,1,2,Yes,120,Yes,2763.523114
1/10/2008 1:24,208,N1 8JT,NW5 2QH,490,15,5,2,1.5,No,300,No,3275.322427
1/10/2008 1:24,211,N1 9RY,SE1 2BN,505,15,5,2,2,Yes,80,Yes,5059.957806
1/10/2008 1:31,200,SE23 3HE,SE8 3JD,510,15,5,2,1.5,Yes,300,No,5254.380363
1/10/2008 1:38,205,EC1A 9PT,E2 0RY,480,15,5,2,1.5,No,120,Yes,4117.829647
1/10/2008 1:49,32,EC3R 6DB,SE1 2BN,445,15,4,1,2,No,300,No,1591.095535
1/10/2008 1:51,12,SE1 9EF,SE1 2BN,340,15,4,1,1.5,No,80,No,1758.986356
1/10/2008 1:57,207,WC1H 8BS,SW1P 3AU,540,15,5,2,1.5,No,300,Yes,3013.508586
1/10/2008 2:03,314,KT7 0QQ,W4 3PH,425,15,6,1,2,No,40,No,10928.54707
1/10/2008 2:11,364,W1T 3ET,SW1P 3AU,515,15,6,2,2,No,80,No,1839.640454
1/10/2008 2:11,293,EC2A 4NE,SE1 2BN,530,15,6,1,1.5,Yes,120,Yes,2961.312209
1/10/2008 2:25,303,NW1 1BX,NW5 2QH,570,15,6,1,1.5,No,300,Yes,2358.776166
1/10/2008 2:26,307,EC1V 4NJ,E2 0RY,535,15,6,1,2,Yes,80,Yes,4173.216625
1/10/2008 2:27,175,KT1 2PY,SW18 1NN,515,15,5,1,2,No,300,Yes,8962.569386
1/10/2008 2:30,291,EC1V 4NJ,E2 0RY,510,15,6,1,1.5,Yes,80,Yes,4173.216625
1/10/2008 2:32,75,EC3A 8AH,SW1P 3AU,465,15,4,2,2,No,80,Yes,3694.634623
1/10/2008 2:42,363,SW2 2UB,SW12 9HD,565,15,6,2,2,No,80,Yes,2274.928131
1/10/2008 2:53,151,WC2N 6NE,SW1V 4QQ,510,15,5,1,1.5,Yes,300,Yes,2455.239296
1/10/2008 3:02,296,SE1 7PZ,SW1P 3AU,540,15,6,1,1.5,Yes,300,No,1359.191304
1/10/2008 3:09,15,EC1M 6EB,SE1 2BN,470,15,4,1,1.5,No,300,Yes,3002.165885
1/10/2008 3:31,15,WC2E 7BN,SE1 2BN,470,15,4,1,1.5,No,300,Yes,3800.029605
1/10/2008 3:42,150,W1B 5QH,NW5 2QH,400,15,5,1,1.5,Yes,120,No,4171.128025
1/10/2008 3:48,339,TW10 6DF,W4 3PH,560,15,6,2,1.5,Yes,80,Yes,2871.434485
1/10/2008 4:00,200,EC1N 8QS,NW5 2QH,510,15,5,2,1.5,Yes,300,No,4037.065518
1/10/2008 4:00,151,W1H 6HR,SW1V 4QQ,510,15,5,1,1.5,Yes,300,Yes,2820.623513
1/10/2008 4:13,215,SE1 2LN,SW1P 3AU,585,15,5,2,2,Yes,300,Yes,3735.277366
1/10/2008 4:22,69,SW1V 2EE,SW1P 3AU,505,15,4,2,2,Yes,120,Yes,1195.672614
1/10/2008 4:26,175,SE19 2AE,SE8 3JD,515,15,5,1,2,No,300,Yes,8011.851222
1/10/2008 4:26,312,W1B 5PX,SW1V 4QQ,565,15,6,1,2,Yes,300,No,2544.784863
1/10/2008 4:31,55,EC1R 0AG,SW1P 3AU,540,15,4,2,1.5,Yes,300,Yes,3033.200949
1/10/2008 4:37,67,N1 2NA,SW1P 3AU,485,15,4,2,2,Yes,80,Yes,5404.422726
1/10/2008 4:47,365,E1 2AE,E2 0RY,585,15,6,2,2,No,120,Yes,1702.227071
1/10/2008 4:53,216,E6 5LX,E7 8NW,535,15,5,2,2,Yes,300,No,3334.169312
1/10/2008 4:56,344,SE13 5BU,SE1 2BN,590,15,6,2,1.5,Yes,300,No,6724.545189
1/10/2008 5:17,351,EC1M 6HW,SE1 2BN,620,15,6,2,1.5,No,300,Yes,3100.731043
1/10/2008 5:18,216,NW1 4BT,SW1P 3AU,535,15,5,2,2,Yes,300,No,3123.829701
1/10/2008 5:27,354,SE13 6LE,E2 0RY,495,15,6,2,2,Yes,40,No,8409.008562
1/10/2008 5:33,55,EC1M 6AW,E2 0RY,540,15,4,2,1.5,Yes,300,Yes,3945.40809
1/10/2008 5:43,149,SW1V 3AS,SW1V 4QQ,450,15,5,1,1.5,Yes,120,Yes,710.8811434
1/10/2008 5:49,70,E14 8BP,E2 0RY,455,15,4,2,2,Yes,120,No,2466.857312
1/10/2008 5:56,154,SE22 9JA,SE1 2BN,320,15,5,1,1.5,No,40,No,5124.11729
1/10/2008 6:00,200,SE25 5AG,CR7 8LE,510,15,5,2,1.5,Yes,300,No,1262.674146
1/10/2008 6:13,214,W1T 7QJ,NW5 2QH,475,15,5,2,2,Yes,120,No,3585.606922
1/10/2008 6:14,152,E1 1DT,SE1 2BN,460,15,5,1,1.5,Yes,300,No,1973.526032
1/10/2008 6:16,203,SE27 9QY,SW12 9HD,460,15,5,2,1.5,No,80,Yes,4553.648647
1/10/2008 6:16,160,WC1E 7DH,SW1P 3AU,440,15,5,1,1.5,No,300,No,2126.332523
1/10/2008 6:18,211,EC3A 5AY,SW1P 3AU,505,15,5,2,2,Yes,80,Yes,3812.362129
1/10/2008 6:19,75,W1F 7QY,SW1V 4QQ,465,15,4,2,2,No,80,Yes,2554.288159
1/10/2008 6:24,159,SE17 1RL,SW1P 3AU,490,15,5,1,1.5,No,300,Yes,2724.666952
1/10/2008 6:32,339,SE20 7DT,SE8 3JD,560,15,6,2,1.5,Yes,80,Yes,7748.431712
1/10/2008 6:37,156,E1 8DA,SE1 2BN,360,15,5,1,1.5,No,80,No,1499.571272
1/10/2008 6:50,52,SE26 6RS,CR7 8LE,410,15,4,2,1.5,Yes,80,No,4104.086866
1/10/2008 6:52,224,SE23 3HN,SW12 9HD,515,15,5,2,2,No,300,No,6610.414359
1/10/2008 6:58,338,W1H 4NX,W10 6HQ,470,15,6,2,1.5,Yes,40,No,3231.824562
1/10/2008 7:05,61,SE1 2BN,SE8 3JD,460,15,4,2,1.5,No,120,Yes,3598.768262
1/10/2008 7:07,161,SW17 9NG,CR7 8LE,415,15,5,1,2,Yes,40,Yes,5858.213038
1/10/2008 7:10,196,EC4R 0AT,E2 0RY,430,15,5,2,1.5,Yes,80,No,3640.759948
1/10/2008 7:12,361,EC1A 4ER,E2 0RY,525,15,6,2,2,No,40,Yes,3794.123482
1/10/2008 7:15,294,WC1N 1AP,SW1V 4QQ,480,15,6,1,1.5,Yes,120,No,4091.796305
1/10/2008 7:17,215,W1B 5DP,SW1P 3AU,585,15,5,2,2,Yes,300,Yes,1216.411937
1/10/2008 7:18,157,WC2E 7DN,SE1 2BN,430,15,5,1,1.5,No,120,Yes,3696.144207
1/10/2008 7:18,25,SE19 1PF,CR7 8LE,375,15,4,1,2,No,40,Yes,2796.041666
1/10/2008 7:20,345,SE1 9AA,SW1V 4QQ,500,15,6,2,1.5,No,40,Yes,4060.784407
1/10/2008 7:27,63,E10 6AE,E7 8NW,520,15,4,2,1.5,No,300,Yes,4995.849978
1/10/2008 7:32,293,CR0 6TP,SW12 9HD,530,15,6,1,1.5,Yes,120,Yes,8210.905249
1/10/2008 7:34,367,W1F 8SR,SW1V 4QQ,645,15,6,2,2,No,300,Yes,2868.110179
1/10/2008 7:36,350,SW18 1NN,SW18 1NN,510,15,6,2,1.5,No,120,No,0
1/10/2008 7:41,318,EC1V 4PH,SE1 2BN,485,15,6,1,2,No,120,No,3685.394144
1/10/2008 7:53,168,W2 3QH,SW1V 4QQ,485,15,5,1,2,Yes,300,No,3448.60508
1/10/2008 7:54,75,W1D 3TA,SW1P 3AU,465,15,4,2,2,No,80,Yes,1647.58763
1/10/2008 7:54,315,EC3V 9BJ,SE1 2BN,515,15,6,1,2,No,80,Yes,1706.526882
1/10/2008 7:55,23,EC1M 6DB,SW1P 3AU,515,15,4,1,2,Yes,300,Yes,2807.904023
1/10/2008 7:59,69,SE14 6TY,SE8 3JD,505,15,4,2,2,Yes,120,Yes,930.7099441
1/10/2008 8:04,365,NW6 7JR,N3 1DH,585,15,6,2,2,No,120,Yes,6351.950881
1/10/2008 8:08,353,SW1H 9BP,SW1V 4QQ,545,15,6,2,2,Yes,40,Yes,1421.820312
1/10/2008 8:15,358,E2 6LG,SE1 2BN,555,15,6,2,2,Yes,120,No,3010.736953
1/10/2008 8:22,198,EC3V 0AS,SE1 2BN,450,15,5,2,1.5,Yes,120,No,1679.653833
1/10/2008 8:29,176,SW10 0PL,SW1V 4QQ,465,15,5,1,2,No,300,No,2942.707087
1/10/2008 8:29,345,BR3 4DF,CR7 8LE,500,15,6,2,1.5,No,40,Yes,3375.606612
1/10/2008 8:45,221,WC2H 9EW,SW1P 3AU,505,15,5,2,2,No,120,Yes,1483.008092
1/10/2008 8:46,293,WC1N 2JF,NW5 2QH,530,15,6,1,1.5,Yes,120,Yes,3576.270683
1/10/2008 8:46,7,KT2 7PX,W4 3PH,490,15,4,1,1.5,Yes,300,Yes,7570.433343
1/10/2008 8:49,163,W1T 1HJ,SW1P 3AU,455,15,5,1,2,Yes,80,Yes,1774.997746
1/10/2008 8:59,203,E1 4XG,SE1 2BN,460,15,5,2,1.5,No,80,Yes,2636.438886
1/10/2008 9:00,16,EC1R 0DY,NW5 2QH,420,15,4,1,1.5,No,300,No,3778.266401
1/10/2008 9:01,208,NW6 2BY,W10 6HQ,490,15,5,2,1.5,No,300,No,2807.812138
1/10/2008 9:05,359,NW1 0JH,NW5 2QH,665,15,6,2,2,Yes,300,Yes,1745.569248
1/10/2008 9:17,4,SW12 8NX,SW18 1NN,360,15,4,1,1.5,Yes,80,No,3214.089607
1/10/2008 9:21,350,E14 7LS,E2 0RY,510,15,6,2,1.5,No,120,No,1800.761228
1/10/2008 9:22,210,E1 1DE,E2 0RY,415,15,5,2,2,Yes,40,No,1626.55003
1/10/2008 9:29,337,E15 4BQ,E7 8NW,520,15,6,2,1.5,Yes,40,Yes,2454.156067
1/10/2008 9:34,21,WC1X 0AE,SE1 2BN,455,15,4,1,2,Yes,120,Yes,3904.116802
1/10/2008 9:37,289,SW3 1LA,W10 6HQ,470,15,6,1,1.5,Yes,40,Yes,3941.412183
1/10/2008 9:37,58,EC2A 4RD,SE1 2BN,350,15,4,2,1.5,No,40,No,2866.923438
1/10/2008 9:43,208,CR0 6TP,SW18 1NN,490,15,5,2,1.5,No,300,No,12074.30019
1/10/2008 9:46,57,W2 5QH,SW1V 4QQ,400,15,4,2,1.5,No,40,Yes,4757.365342
1/10/2008 9:57,29,SE6 4RE,SE8 3JD,435,15,4,1,2,No,120,Yes,4297.134394
1/10/2008 9:58,152,SE14 6AF,SE8 3JD,460,15,5,1,1.5,Yes,300,No,1183.57298
1/10/2008 9:59,65,E11 3NJ,E7 8NW,445,15,4,2,2,Yes,40,Yes,2356.349719
1/10/2008 10:15,72,WC2E 9NG,SW1V 4QQ,515,15,4,2,2,Yes,300,No,3099.965322
1/10/2008 10:22,353,NW1 4BT,SW1P 3AU,545,15,6,2,2,Yes,40,Yes,3123.829701
1/10/2008 10:28,211,HA5 5PW,W10 6HQ,505,15,5,2,2,Yes,80,Yes,14382.64572
1/10/2008 10:34,198,SW6 3JS,SW12 9HD,450,15,5,2,1.5,Yes,120,No,5133.236796
1/10/2008 10:50,338,SE20 7EU,CR7 8LE,470,15,6,2,1.5,Yes,40,No,3385.050073
1/10/2008 10:54,77,NW3 2PN,N3 1DH,485,15,4,2,2,No,120,Yes,5537.271259
1/10/2008 11:04,165,W1G 8PJ,NW5 2QH,475,15,5,1,2,Yes,120,Yes,3649.52997
1/10/2008 11:08,338,E13 9AR,SE8 3JD,470,15,6,2,1.5,Yes,40,No,7306.798068
1/10/2008 11:10,200,WC1H 8BS,SW1V 4QQ,510,15,5,2,1.5,Yes,300,No,4392.613459
1/10/2008 11:13,363,EC4M 7DE,SW1P 3AU,565,15,6,2,2,No,80,Yes,2448.961004
1/10/2008 11:14,175,NW1 7JE,SW1P 3AU,515,15,5,1,2,No,300,Yes,3863.690076
1/10/2008 11:16,52,EC1R 0HA,SE1 2BN,410,15,4,2,1.5,Yes,80,No,3569.969888
1/10/2008 11:19,21,WC2B 5TB,SW1P 3AU,455,15,4,1,2,Yes,120,Yes,1641.927221
1/10/2008 11:26,70,NW1 3AU,NW5 2QH,455,15,4,2,2,Yes,120,No,3068.124672
1/10/2008 11:33,365,SE1 1NP,SE1 2BN,585,15,6,2,2,No,120,Yes,1511.207464
1/10/2008 11:43,67,W1W 6BA,SW1P 3AU,485,15,4,2,2,Yes,80,Yes,2384.941299
1/10/2008 11:46,207,SE8 3JD,SE8 3JD,540,15,5,2,1.5,No,300,Yes,0
1/10/2008 11:48,294,CR0 2EF,SW18 1NN,480,15,6,1,1.5,Yes,120,No,11673.41497
1/10/2008 11:48,66,W1F 8ZD,SW1P 3AU,395,15,4,2,2,Yes,40,No,1673.42762
1/10/2008 11:53,64,SE16 4NB,E2 0RY,470,15,4,2,1.5,No,300,No,3355.080029
1/10/2008 11:54,365,WC1V 6LS,SE1 2BN,585,15,6,2,2,No,120,Yes,3826.723011
1/10/2008 11:56,200,W1S 2AT,NW5 2QH,510,15,5,2,1.5,Yes,300,No,4299.101418
1/10/2008 12:07,220,SW1Y 4RJ,SW1V 4QQ,435,15,5,2,2,No,80,No,2243.730153
1/10/2008 12:21,341,WC2B 5QD,SW1P 3AU,580,15,6,2,1.5,Yes,120,Yes,1758.004551
1/10/2008 12:25,216,N2 0NW,N17 6QA,535,15,5,2,2,Yes,300,No,6593.498009
1/10/2008 12:26,53,SE20 8RZ,SW12 9HD,480,15,4,2,1.5,Yes,120,Yes,6701.980155
1/10/2008 12:47,209,SW1W 8HR,SW18 1NN,465,15,5,2,2,Yes,40,Yes,4495.538233
1/10/2008 12:51,221,W1W 6BA,NW5 2QH,505,15,5,2,2,No,120,Yes,3396.833967
1/10/2008 12:52,348,W1D 4UB,NW5 2QH,490,15,6,2,1.5,No,80,No,4246.769125
1/10/2008 13:04,307,SE16 4QZ,E2 0RY,535,15,6,1,2,Yes,80,Yes,4016.567813
1/10/2008 13:17,217,W1F 8ZD,SW1P 3AU,445,15,5,2,2,No,40,Yes,1673.42762
1/10/2008 13:18,200,SE1 0LH,SW1P 3AU,510,15,5,2,1.5,Yes,300,No,2078.079883
1/10/2008 13:21,200,CR0 1NA,SW18 1NN,510,15,5,2,1.5,Yes,300,No,12212.56734
1/10/2008 13:32,4,W12 9ER,SW18 1NN,360,15,4,1,1.5,Yes,80,No,5676.529926
1/10/2008 13:36,302,EC4Y 1DG,SW1P 3AU,460,15,6,1,1.5,No,120,No,2246.795496
1/10/2008 13:41,298,CR7 7EP,SW18 1NN,400,15,6,1,1.5,No,40,No,10146.93791
1/10/2008 13:51,301,SE1 7NZ,SE1 2BN,510,15,6,1,1.5,No,120,Yes,3230.805627
1/10/2008 13:57,293,NW1 6XE,SW1P 3AU,530,15,6,1,1.5,Yes,120,Yes,3238.523429
1/10/2008 14:19,175,E4 9PB,E7 8NW,515,15,5,1,2,No,300,Yes,7645.669689
1/10/2008 14:21,295,W1H 7PP,SW1P 3AU,590,15,6,1,1.5,Yes,300,Yes,2669.04777
